user_id,product_id,rating,review_text,review_date,votes
U01104,P00442,5,"Sản phẩm tuyệt vời, chất lượng cao và giao hàng nhanh.",2024-05-23,57
U01104,P00205,4,"Sản phẩm tốt, đúng như mô tả trên website.",2024-05-22,46
U01105,P00383,5,Tuyệt vời! Chất lượng vượt trội và giá cả hợp lý.,2024-05-19,60
U01105,P00281,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-26,23
U01105,P00368,4,"Sản phẩm chất lượng tốt, giao hàng nhanh.",2024-05-23,47
U01106,P00370,5,"Sản phẩm tuyệt vời, vượt qua mọi mong đợi của tôi.",2024-05-15,58
U01106,P00011,3,"Sản phẩm ổn, nhưng có một số điểm cần cải thiện.",2024-05-14,28
U01106,P00052,4,"Hài lòng với sản phẩm, giao hàng nhanh và đóng gói cẩn thận.",2024-05-27,48
U01107,P00070,5,"Sản phẩm xuất sắc, vượt quá mong đợi của tôi!",2024-05-14,61
U01107,P00473,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-21,29
U01107,P00278,2,"Không hài lòng với chất lượng, kém hơn so với mô tả.",2024-05-24,33
U01108,P00434,3,"Sản phẩm ổn, nhưng có một số vấn đề nhỏ cần cải thiện.",2024-05-24,30
U01108,P00282,4,"Sản phẩm tốt, đúng như mô tả trên website.",2024-05-26,49
U01108,P00228,5,Tuyệt vời! Một trong những mua sắm sáng suốt nhất của tôi.,2024-05-16,62
U01109,P00343,4,"Hài lòng với sản phẩm, giá cả hợp lý và chất lượng tốt.",2024-05-25,50
U01109,P00409,5,"Sản phẩm tuyệt vời, chất lượng cao và giao hàng nhanh.",2024-05-18,59
U01109,P00004,2,"Thất vọng với chất lượng, không như quảng cáo.",2024-05-16,34
U01110,P00180,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-21,24
U01110,P00292,5,Xuất sắc! Đúng như mong đợi và hoạt động hoàn hảo.,2024-05-23,63
U01110,P00461,4,"Sản phẩm chất lượng tốt, giao hàng nhanh.",2024-05-20,51
U01111,P00341,3,"Sản phẩm ổn, nhưng có một số vấn đề nhỏ cần cải thiện.",2024-05-16,31
U01111,P00172,5,Tuyệt vời! Chất lượng vượt trội và giá cả hợp lý.,2024-05-21,64
U01111,P00370,4,"Sản phẩm tốt, đáng với số tiền bỏ ra.",2024-05-16,52
U01112,P00465,5,"Sản phẩm tuyệt vời, chất lượng cao và giao hàng nhanh.",2024-05-25,60
U01112,P00482,4,"Hài lòng với sản phẩm, giao hàng nhanh và đóng gói cẩn thận.",2024-05-21,53
U01112,P00231,2,"Không hài lòng với chất lượng, kém hơn so với mô tả.",2024-05-16,35
U01113,P00407,3,"Sản phẩm bình thường, không có gì đặc biệt.",2024-05-23,25
U01113,P00445,5,"Sản phẩm xuất sắc, vượt quá mong đợi của tôi!",2024-05-23,65
U01113,P00496,3,"Sản phẩm ổn, nhưng có một số điểm cần cải thiện.",2024-05-23,32
U01114,P00436,4,"Sản phẩm tốt, đúng như mô tả trên website.",2024-05-22,54
